Method,Question_ID,Question,Ground_Truth,Prediction,Exact_Match,Token_F1,ROUGE_L,Answer_Correctness,Faithfulness,Context_Precision,Context_Recall
Hybrid+Reranker,q3,"What are the three core metrics focused on by evaluation frameworks like RAGAS and ARES for RAG, as listed in Section 7.2 of the RAG survey?","Faithfulness of the answer, Answer Relevance, and Context Relevance.","The three core metrics focused on by evaluation frameworks like RAGAS and ARES for RAG are Faithfulness of the answer, Answer Relevance, and Context Relevance.",0.000,0.5294,0.5294,0.9776,1.0000,1.0000,1.0000
Hybrid+Reranker,q4,"In the RAG survey Section 7.2, what four basic abilities does the RGB benchmark evaluate for RAG?","Noise Robustness, Negative Rejection, Information Integration, and Counterfactual Robustness.","The four basic abilities that the RGB benchmark evaluates for RAG are Noise Robustness, Negative Rejection, Information Integration, and Counterfactual Robustness.",0.000,0.6000,0.6000,0.8900,1.0000,1.0000,1.0000
Hybrid+Reranker,q5,"According to Section 2.1 of the RAG survey, what are the two key stages of the RAG system?","1. Utilizing encoding models to retrieve relevant documents based on questions. 2. Generation Phase: Using the retrieved context as a condition, the system generates text.",The two key stages of the RAG system are retrieval of relevant information from a vast corpus of documents and generation of responses or text using the retrieved information.,0.000,0.3704,0.2593,0.9721,1.0000,0.7000,1.0000
Hybrid+Reranker,q6,"In Figure 2 of the RAG survey, at what levels of external knowledge required and model adaptation required is Modular RAG positioned?",Modular RAG: Organic combination of multiple modules,Modular RAG is positioned at a high level of external knowledge required and a high level of model adaptation required.,0.000,0.2222,0.2222,0.2188,0.5000,1.0000,1.0000
Hybrid+Reranker,q7,"According to Table 1 in the TCN paper, what accuracy does TCN achieve on Sequential MNIST, and what are the corresponding accuracies for LSTM and GRU?","TCN: 99.0, LSTM: 87.2, GRU: 96.2","TCN achieves an accuracy of 99.0% on Sequential MNIST. The corresponding accuracies for LSTM and GRU are 87.2% and 21.5%, respectively.",0.000,0.3704,0.3636,0.7307,1.0000,0.8875,1.0000
Hybrid+Reranker,q8,"In Table 1 of the TCN paper, what is the word-level PTB perplexity of TCN compared to LSTM?","TCN: 88.68, LSTM: 78.93","The word-level PTB perplexity of TCN is 88.68, while for LSTM it is 78.93.",0.000,0.4444,0.5217,0.9816,1.0000,0.9500,1.0000
Hybrid+Reranker,q9,"According to Section 5.4 of the TCN paper, below what sequence length T does the LSTM fall below 20% accuracy on the copy memory task?",The accuracy of the LSTM falls below 20% for T < 50.,The LSTM falls below 20% accuracy for T < 50 on the copy memory task.,0.000,0.8000,0.6400,0.9881,0.5000,0.8333,1.0000
Hybrid+Reranker,q10,What two disadvantages of TCNs does Section 3.5 of the TCN paper explicitly list?,1. Data storage during evaluation. 2. Potential parameter change for a transfer of domain.,"The two disadvantages of TCNs explicitly listed in Section 3.5 are:

1. Data storage during evaluation: TCNs need to maintain the raw sequence up to the effective history length, requiring more memory during evaluation compared to RNNs, which only need to maintain a hidden state.

2. Potential parameter change for a transfer of domain: TCNs may perform poorly when transferring from a domain with little memory needed to one requiring much longer memory, as they may not have a sufficiently large receptive field.",0.000,0.2887,0.2857,0.5406,1.0000,0.5000,1.0000
Hybrid+Reranker,q11,"In Table 4 of the TCN paper (SoTA results), what is the SoTA model for the Copy Memory T=1000 task, what loss does it achieve, and what loss does the TCN achieve on the same task?","SoTA model: EURNN (Jing et al., 2017), SoTA loss: 0.011, TCN loss: 3.5e-5","The SoTA model for the Copy Memory T=1000 task is EURNN, which achieves a loss of 0.011. The TCN achieves a loss of 3.5e-5 on the same task.",0.000,0.3902,0.4583,0.9833,0.3333,0.6792,1.0000
Hybrid+Reranker,q12,"In the TCN paper, what is the dilated convolution operation F on element s formally defined as in Equation 2?",F(s) = (x *d f)(s) = sum_{i=0}^{k-1} f(i) · x_{s-d·i},Not found in context.,0.000,0.0000,0.0000,0.1750,0.0000,1.0000,1.0000
Hybrid+Reranker,q13,"According to the abstract of the BLIP-2 paper, by how much does BLIP-2 outperform Flamingo80B on zero-shot VQAv2, and how many times fewer trainable parameters does it use?",BLIP-2 outperforms Flamingo80B by 8.7% on zero-shot VQAv2 with 54x fewer trainable parameters.,BLIP-2 outperforms Flamingo80B by 8.7% on zero-shot VQAv2 while using 54 times fewer trainable parameters.,0.000,0.7857,0.8235,0.9989,1.0000,1.0000,1.0000
Hybrid+Reranker,q14,"In Table 1 of the BLIP-2 paper, what is the number of trainable parameters for BLIP-2 and what zero-shot VQAv2 accuracy does it achieve?","188M trainable parameters, 65.0 VQAv2 accuracy.",Not found in context.,0.000,0.0000,0.0000,0.1841,0.0000,0.2500,0.5000
Hybrid+Reranker,q15,"What are the three pre-training objectives jointly optimized in BLIP-2's first stage representation learning, as described in Section 3.2?","Image-Text Contrastive Learning (ITC), Image-grounded Text Generation (ITG), and Image-Text Matching (ITM).","The three pre-training objectives jointly optimized in BLIP-2's first stage representation learning are Image-Text Contrastive Learning (ITC), Image-Text Matching (ITM), and Image-Grounded Text Generation (ITG).",0.000,0.6486,0.4348,0.9830,1.0000,0.8875,1.0000
Hybrid+Reranker,q16,"According to Section 3.1 of the BLIP-2 paper, how many queries are used in Q-Former and what is the dimension of each query?","32 queries, each with a dimension of 768.","32 queries are used in Q-Former, and each query has a dimension of 768.",0.000,0.6364,0.6087,0.9900,1.0000,1.0000,1.0000
Hybrid+Reranker,q17,"According to Table 6 of the BLIP-2 paper, what is the image-to-text retrieval R@1 score on COCO with ITC+ITM alone versus ITC+ITM+ITG, and what does the difference demonstrate?","ITC+ITM: 84.5, ITC+ITM+ITG: 85.4. The ITG loss improves retrieval by enforcing queries to extract language-relevant visual features.","The image-to-text retrieval R@1 score on COCO with ITC+ITM alone is 84.5, while with ITC+ITM+ITG it is 85.4. The difference demonstrates that the ITG (image-grounded text generation) loss improves image-text retrieval performance by enforcing the queries to extract language-relevant visual features.",0.000,0.5862,0.6133,0.9821,1.0000,1.0000,1.0000
Hybrid+Reranker,q18,"According to Section 3.4 of the BLIP-2 paper, what pre-training dataset is used and how many images does it contain in total?",The same pre-training dataset as BLIP with 129M images in total.,"The pre-training dataset used is the same as BLIP, which contains a total of 129 million images.",0.000,0.5714,0.4667,0.9957,1.0000,1.0000,1.0000
Hybrid+Reranker,q19,"In Table 2 of the DPR paper, what is the Top-20 retrieval accuracy of DPR (Single) versus BM25 on Natural Questions?","DPR (Single): 78.4, BM25: 59.1","The Top-20 retrieval accuracy of DPR (Single) on Natural Questions is 78.4%, while for BM25 it is 59.1%.",0.000,0.4348,0.5000,0.9689,1.0000,0.8042,1.0000
Hybrid+Reranker,q20,"According to Table 3 of the DPR paper, what happens to Top-20 retrieval accuracy on Natural Questions as the number of gold in-batch negatives grows from 7 to 31 to 127?",Top-20 accuracy increases from 69.1 to 70.8 to 73.0.,Not found in context.,0.000,0.0000,0.0000,0.1792,0.0000,1.0000,1.0000
Hybrid+Reranker,q21,"According to Section 5.4 of the DPR paper, how many questions per second can DPR process at inference time, and how does this compare to BM25/Lucene?","DPR processes 995.0 questions per second, compared to BM25/Lucene which processes 23.7 questions per second per CPU thread.","DPR can process 995.0 questions per second at inference time, while BM25/Lucene processes 23.7 questions per second per CPU thread.",0.000,0.7368,0.8182,0.8463,1.0000,1.0000,1.0000
Hybrid+Reranker,q22,"In Table 4 of the DPR paper, what exact match score does DPR (Single) achieve on Natural Questions compared to ORQA?","DPR (Single): 41.5, ORQA: 33.3","DPR (Single) achieves an exact match score of 41.5 on Natural Questions, while ORQA achieves a score of 33.3.",0.000,0.4167,0.5000,0.8285,1.0000,0.8667,1.0000
Hybrid+Reranker,q23,"In Table 4 of the MobileNetV2 paper, what are the Top-1 accuracy, number of parameters, MAdds, and CPU latency for MobileNetV2 (width multiplier 1.0) compared to MobileNetV1?","MobileNetV2: Top-1 72.0, Params 3.4M, MAdds 300M, CPU 75ms. MobileNetV1: Top-1 70.6, Params 4.2M, MAdds 575M, CPU 113ms.","In Table 4 of the MobileNetV2 paper, MobileNetV2 (width multiplier 1.0) has a Top-1 accuracy of 72.0, 3.4M parameters, 300M MAdds, and a CPU latency of 75ms. In comparison, MobileNetV1 has a Top-1 accuracy of 70.6, 4.2M parameters, 575M MAdds, and a CPU latency of 113ms.",0.000,0.5000,0.5195,0.9871,1.0000,0.8333,1.0000
Hybrid+Reranker,q24,"According to Table 5 in the MobileNetV2 paper, what are the parameter counts and MAdds for SSD and SSDLite when configured with MobileNetV2 for 80 classes?","MNet V2 + SSDLite: Params 4.3M, MAdds 0.8B.","According to Table 5 in the MobileNetV2 paper, the parameter counts and MAdds are as follows: SSD has 14.8M parameters and 1.25B MAdds, while SSDLite has 2.1M parameters and 0.35B MAdds.",0.000,0.1053,0.0909,0.4672,1.0000,1.0000,1.0000
Hybrid+Reranker,q25,"In Table 3 of the MobileNetV2 paper, what is the maximum memory in Kb that needs to be materialized at the 14x14 spatial resolution for MobileNetV1 versus MobileNetV2?","MobileNetV1: 200Kb, MobileNetV2: 62Kb.",Not found in context.,0.000,0.0000,0.0000,0.1822,0.0000,1.0000,1.0000
Hybrid+Reranker,q26,"According to Table 1 in the BERT re-ranking paper, what is the MRR@10 score of BERT Large on the MS MARCO dev set, and how does it compare to Conv-KNRM?","BERT Large: 36.5, Conv-KNRM: 29.0","The MRR@10 score of BERT Large on the MS MARCO dev set is 36.5. It is 7.5 points higher than Conv-KNRM, which has an MRR@10 score of 29.0.",0.000,0.3030,0.3810,0.8208,0.6667,0.9167,1.0000
Hybrid+Reranker,q27,"In Figure 1 of the BERT re-ranking paper, approximately how many training examples does BERT Large need to surpass the IR-NET previous SOTA, and what MRR@10 does it achieve at that point?","BERT Large surpasses IR-NET at approximately 100k training examples, achieving an MRR@10 of approximately 0.30.","BERT Large needs approximately 100k training examples to surpass the IR-NET previous SOTA, achieving an MRR@10 of 1.4 points better than IR-NET.",0.000,0.5946,0.5000,0.6122,0.5000,0.9167,1.0000
Hybrid+Reranker,q28,"In the BERT re-ranking paper, what is the exact cross-entropy loss function used to fine-tune the re-ranker, and what do Jpos and Jneg represent?","L = − sum_{j in Jpos} log(sj) − sum_{j in Jneg} log(1 − sj), where Jpos is the set of indexes of the relevant passages and Jneg is the set of indexes of non-relevant passages in top-1,000 documents retrieved with BM25.","The cross-entropy loss function used to fine-tune the re-ranker is: 

L = − log(sj) − log(1 − sj), j∈Jpos j∈Jneg 

Here, Jpos represents the set of indexes of the relevant passages, and Jneg represents the set of indexes of non-relevant passages in the top-1,000 documents retrieved with BM25.",0.000,0.7356,0.6735,0.7283,1.0000,0.7000,1.0000
Hybrid+Reranker,q29,"According to the BERT re-ranking paper, what batch size, number of iterations, and approximate training duration were used to fine-tune on MS MARCO using a TPU v3-8?","Batch size of 128, 100k iterations, approximately 30 hours.","The batch size used was 128, the number of iterations was 100k, and the approximate training duration was 30 hours.",0.000,0.5517,0.4828,0.9900,1.0000,1.0000,1.0000
Hybrid+Reranker,q30,"In the BERT re-ranking paper, by what relative percentage does BERT Large outperform the previous state of the art in MRR@10 on MS MARCO, and what is the MAP score of BERT Large on the TREC-CAR test set?","BERT Large MRR@10: 36.5 vs IRNet 27.8, MAP on TREC-CAR test set: 33.5.",BERT Large outperforms the previous state of the art by 27% (relative) in MRR@10 on MS MARCO. The MAP score of BERT Large on the TREC-CAR test set is 33.5.,0.000,0.4186,0.4706,0.4839,0.5000,1.0000,1.0000
Hybrid+Reranker,q31,"According to Table 1 in the RAGAS paper, what is the faithfulness accuracy of Ragas versus GPT Score and GPT Ranking on the WikiEval dataset?","Ragas: 0.95, GPT Score: 0.72, GPT Ranking: 0.54","The faithfulness accuracy of Ragas is 0.95, while GPT Score is 0.72 and GPT Ranking is 0.54 on the WikiEval dataset.",0.000,0.5517,0.6286,0.9793,1.0000,1.0000,1.0000
Hybrid+Reranker,q32,"In the RAGAS paper, how is the Answer Relevance score AR formally computed, and what embedding model is used to calculate similarity between questions?","AR = (1/n) * sum_{i=1}^{n} sim(q, qi), using the text-embedding-ada-002 model from the OpenAI API.","The Answer Relevance score AR is computed as the average similarity between the generated potential questions and the original question, using the formula AR = (1/n) * Σ sim(q, qi), where n is the number of generated questions. The embedding model used to calculate similarity between questions is the text-embedding-ada-002 model.",0.000,0.2903,0.3514,0.9722,1.0000,1.0000,1.0000
Hybrid+Reranker,q33,"According to the RAGAS paper, what is the formula used to compute Context Relevance (CR), and what does the LLM return if no relevant sentences are found in the context?","CR = number of extracted sentences / total number of sentences in c(q). If no relevant sentences are found, the LLM returns the phrase ""Insufficient Information"".","The formula used to compute Context Relevance (CR) is: 

\[ CR = \frac{\text{number of extracted sentences}}{\text{total number of sentences in } c(q)} \]

If no relevant sentences are found in the context, the LLM returns the phrase ""Insufficient Information.""",0.000,0.7119,0.7692,0.9830,1.0000,1.0000,1.0000
Hybrid+Reranker,q34,"In the RAGAS paper's WikiEval dataset examples (Tables 2, 3, 4), what are the high-faithfulness and low-faithfulness answers given for the Oppenheimer question, and who directed the film according to the high-faithfulness answer?",High Faithfulness: Christopher Nolan directed the film Oppenheimer. Cillian Murphy stars as J. Robert Oppenheimer in the film. Low Faithfulness: James Cameron directed the film Oppenheimer. Tom Cruise stars as J. Robert Oppenheimer in the film.,"High Faithfulness: ""Christopher Nolan directed the film Oppenheimer.""  
Low Faithfulness: ""James Cameron directed the film Oppenheimer.""  
According to the high-faithfulness answer, the film was directed by Christopher Nolan.",0.000,0.5937,0.5538,0.6139,1.0000,0.3333,0.5000
Hybrid+Reranker,q35,"According to the RAGAS paper, how many Wikipedia pages were selected to construct WikiEval, what time period did they cover, and what inter-annotator agreement rates were reported for faithfulness and context relevance?","50 Wikipedia pages covering events since the start of 2022. Inter-annotator agreement: around 95% for faithfulness and context relevance, around 90% for answer relevance.","According to the RAGAS paper, 50 Wikipedia pages were selected to construct WikiEval, covering events that have happened since the start of 2022. The inter-annotator agreement rates reported were around 95% for faithfulness and around 95% for context relevance.",0.000,0.6667,0.6462,0.9023,0.7500,1.0000,1.0000
Hybrid+Reranker,q36,"What is the formal RRF scoring formula given in the RRF paper, and what value of k was fixed after pilot investigation?","RRFscore(d in D) = sum_{r in R} 1 / (k + r(d)), where k = 60 was fixed during a pilot investigation.","The formal RRF scoring formula given in the RRF paper is:

\[ RRFscore(d \in D) = \sum_{r \in R} \frac{1}{k + r(d)} \]

The value of k that was fixed after the pilot investigation is 60.",0.000,0.5200,0.5862,0.9882,1.0000,0.8042,1.0000
Hybrid+Reranker,q37,"According to Table 2 in the RRF paper, what MAP score does RRF achieve on TREC Robust, and on which TREC collection does CombMNZ outperform RRF?",RRF achieves 0.3686 on TREC Robust. CombMNZ outperforms RRF on TREC 3 (0.4381 vs 0.4350).,"According to Table 2 in the RRF paper, RRF achieves a MAP score of 0.3686 on TREC Robust. CombMNZ outperforms RRF on TREC 5 with a MAP score of 0.4381 compared to RRF's 0.4350.",0.000,0.5306,0.5714,0.6683,0.5000,1.0000,1.0000
Hybrid+Reranker,q38,"According to Table 3 in the RRF paper, what MAP score does RRF achieve on the LETOR 3 corpus, what is the margin by which it beats the best individual ranking, and which method comes closest to RRF with a statistically non-significant difference?","RRF achieves 0.6051. The best individual ranking is ListNet at 0.5846, a margin of 0.0205. CombMNZ (0.6107) is the only method that outperforms RRF with a non-significant difference (p=0.2).","RRF achieves a MAP score of 0.6051 on the LETOR 3 corpus, beating the best individual ranking by a margin of 0.0134. The method that comes closest to RRF with a statistically non-significant difference is CombMNZ, which has a MAP score of 0.6107.",0.000,0.5833,0.5301,0.5312,1.0000,1.0000,1.0000
Hybrid+Reranker,q39,"According to Table 1 in the RRF paper, what MAP value does RRF achieve at k=60, and what is the MAP of the best individual system shown for comparison on TREC topics 351-400?","RRF at k=60: 0.2145, best individual: 0.2016.","According to Table 1 in the RRF paper, RRF achieves a MAP value of 0.2145 at k=60, and the MAP of the best individual system shown for comparison is 0.2074.",0.000,0.3243,0.3256,0.5997,1.0000,1.0000,1.0000
Hybrid+Reranker,q40,"In the RRF paper, how many times did RRF outperform Condorcet across the pilot and TREC experiments (excluding the first pilot run), and what was the reported p-value?",RRF outperformed Condorcet all 7 times (p ≈ 0.008).,RRF outperformed Condorcet all 7 times (p ≈ 0.008).,1.000,1.0000,1.0000,1.0000,1.0000,0.9500,1.0000
Hybrid+Reranker,q41,"According to Table 1 in the ResNet paper, how many FLOPs does the 152-layer ResNet have, and how does this compare to VGG-16 and VGG-19 in terms of computational complexity?","152-layer ResNet: 11.3×10⁹ FLOPs, which is lower complexity than VGG-16 (15.3×10⁹) and VGG-19 (19.6×10⁹).","The 152-layer ResNet has 11.3 billion FLOPs, which is lower than VGG-16 (15.3 billion FLOPs) and VGG-19 (19.6 billion FLOPs) in terms of computational complexity.",0.000,0.5641,0.7037,0.9921,0.7500,0.8333,1.0000
Hybrid+Reranker,q42,"In Figure 1 of the ResNet paper, what degradation phenomenon is demonstrated with the 20-layer and 56-layer plain networks on CIFAR-10, and how do both training error and test error compare between the two depths?","The deeper 56-layer network has higher training error and higher test error than the 20-layer network, demonstrating the degradation problem.","Figure 1 of the ResNet paper demonstrates that the deeper 56-layer plain network exhibits higher training error compared to the 20-layer plain network. Consequently, the test error for the deeper network is also higher, indicating a degradation phenomenon where increasing depth leads to worse performance in plain networks.",0.000,0.4412,0.3889,0.9827,0.5000,1.0000,1.0000
Hybrid+Reranker,q43,"According to Table 2 in the ResNet paper, what are the top-1 errors (%, 10-crop testing) for the 18-layer and 34-layer plain networks versus their ResNet counterparts on ImageNet validation?","18-layer: plain 27.94, ResNet 27.88. 34-layer: plain 28.54, ResNet 25.03.",Not found in context.,0.000,0.0000,0.0000,0.1747,0.0000,0.9500,1.0000
Hybrid+Reranker,q44,"In Figure 2 of the ResNet paper, what is the formal definition of the residual building block output y, and what operation connects the shortcut path to the main path?","y = F(x) + x, where the shortcut path connects via identity mapping and is added to the main path output via element-wise addition.","The formal definition of the residual building block output \( y \) in Figure 2 of the ResNet paper is given by the equation \( y = F(x, W_i) + x \), where \( F \) represents the residual mapping to be learned. The operation that connects the shortcut path to the main path is element-wise addition.",0.000,0.4789,0.3947,0.7161,1.0000,1.0000,1.0000
Hybrid+Reranker,q45,"According to Table 5 in the ResNet paper, what top-5 test error does the ResNet ensemble achieve on ImageNet for ILSVRC 2015, and how does it compare to the previous best ensemble result from VGG?",ResNet ensemble: 3.57%. VGG (v5): 6.8%.,"The ResNet ensemble achieves a top-5 test error of 3.57% on ImageNet for ILSVRC 2015. This result outperforms the previous best ensemble result from VGG, which had a top-5 error of 7.32%.",0.000,0.2105,0.2273,0.5281,1.0000,1.0000,1.0000
Hybrid+Reranker,q46,"According to the ROUGE paper, what is the full name that ROUGE stands for, and what four ROUGE measures are introduced in the paper?","Recall-Oriented Understudy for Gisting Evaluation. The four measures are ROUGE-N, ROUGE-L, ROUGE-W, and ROUGE-S.","ROUGE stands for Recall-Oriented Understudy for Gisting Evaluation. The four ROUGE measures introduced in the paper are ROUGE-N, ROUGE-L, ROUGE-W, and ROUGE-S.",0.000,0.7778,0.8261,0.9909,1.0000,1.0000,1.0000
Hybrid+Reranker,q47,"In the ROUGE paper, using the example sentences S1 through S4 in Section 3.1, what are the ROUGE-L scores for S2 and S3 when S1 is used as the reference (with β=1), and why does this illustrate ROUGE-L's advantage over ROUGE-2?","S2 ROUGE-L: 3/4 = 0.75, S3 ROUGE-L: 2/4 = 0.5, with β=1. ROUGE-2 gives both the same score since they share one bigram, but ROUGE-L distinguishes them by capturing word order.","The ROUGE-L score for S2 is 0.75, and for S3 it is 0.5 when S1 is used as the reference (with β=1). This illustrates ROUGE-L's advantage over ROUGE-2 because ROUGE-L captures the in-sequence structure of the sentences, allowing it to differentiate between S2 and S3 based on their meanings, while ROUGE-2 would give them the same score since they share the same bigram ""the gunman.""",0.000,0.3617,0.3423,0.6957,1.0000,1.0000,1.0000
Hybrid+Reranker,q48,"According to Table 1 in the ROUGE paper, what Pearson's correlation does ROUGE-2 achieve on DUC 2001 100-word single document summarization with 1 reference under the CASE setting, and which measure achieves the highest correlation (0.85) with 3 references?",ROUGE-2 (R-2) achieves 0.84 under CASE with 1 reference. R-W-1.2 achieves 0.85 with 3 references.,ROUGE-2 achieves a Pearson's correlation of 0.84 on DUC 2001 100-word single document summarization with 1 reference under the CASE setting. The measure that achieves the highest correlation (0.85) with 3 references is ROUGE-S4.,0.000,0.5306,0.4516,0.7288,0.0000,0.9500,1.0000
Hybrid+Reranker,q49,"In the ROUGE paper, what is the ROUGE-S score formula (Equation 18), and using the example in Section 5 with S1 as reference, what are the ROUGE-S scores of S2, S3, and S4 with β=1?","Fskip2 = (1+β²) * Rskip2 * Pskip2 / (β² * Rskip2 + Pskip2). S2: 0.5, S3: 0.167, S4: 0.333.","The ROUGE-S score formula (Equation 18) is:

\[ F_{skip2} = \frac{(1 + \beta^2) \cdot R_{skip2} \cdot P_{skip2}}{R_{skip2} + \beta^2 \cdot P_{skip2}} \]

Using S1 as the reference, the ROUGE-S scores are:
- S2: 0.5
- S3: 0.167
- S4: 0.333",0.000,0.4000,0.3279,0.7811,1.0000,1.0000,1.0000
Hybrid+Reranker,q50,"According to Table 2 in the ROUGE paper, which ROUGE measures achieve the highest Pearson's correlation on the DUC 2003 10-word single document very short summary task under the STOP setting with 4 references?",R-SU4 and R-SU9 achieve the highest correlation of 0.97 under STOP with 4 references.,"ROUGE-1, ROUGE-SU4, and ROUGE-SU9 achieve the highest Pearson's correlation on the DUC 2003 10-word single document very short summary task under the STOP setting with 4 references.",0.000,0.4878,0.4898,0.8269,0.0000,0.8056,0.0000
